universal_label,nes_address,nes_size,snes_address,snes_size,gba_address,gba_size,category,description
StatusBar_LivesL,$7F49,1,,0,,0,Misc.,Status bar tile for lives LSD
StatusBar_Score,$7F4A,6,,0,,0,Misc.,Status bar tiles for score
StatusBar_Time,$7F50,3,,0,,0,Misc.,Status bar tiles for time remaining
Map_MusicBox_Cnt,$7F53,1,,0,,0,Overworld,Number of turns remaining until hammer brothers wake up (>= 1 and they're be asleep on the map)
Level_JctYLHStart,$7F54,16,,0,,0,Level,Array of Y / YHi starts (TOFIX)
Level_JctXLHStart,$7F64,16,,0,,0,Level,Array of X / XHi starts (TOFIX)
Object_TileFeet2,$7F74,1,,0,,0,Sprites,? Difference against Object_TileFeet?
Object_TileWall2,$7F75,1,,0,,0,Sprites,? Difference against Object_TileWall?
ObjTile_DetYHi,$7F76,1,,0,,0,Sprites,Object tile detect Y Hi
ObjTile_DetYLo,$7F77,1,,0,,0,Sprites,Object tile detect Y Lo
ObjTile_DetXHi,$7F78,1,,0,,0,Sprites,Object tile detect X Hi
ObjTile_DetXLo,$7F79,1,,0,,0,Sprites,Object tile detect X Lo
Bubble_Cnt,$7F7A,3,,0,,0,Counter,Bubble counter value (0 = no bubble)
WatrHit_IsSetFlag,$7F7D,1,,0,,0,Flag,"Set when Object_WatrHit* values are stored (but never cleared, so only once!)"
Bubble_YHi,$7F7E,3,,0,,0,Sprites,Water Bubble Y Hi
Object_WatrHitYHi,$7F81,1,,0,,0,Sprites,Y Hi of object that just hit water
Bubble_Y,$7F82,3,,0,,0,Sprites,Water Bubble Y
Object_WatrHitY,$7F85,1,,0,,0,Sprites,Y of object that just hit water
Bubble_XHi,$7F86,3,,0,,0,Sprites,Water Bubble X Hi
Object_WatrHitXHi,$7F89,1,,0,,0,Sprites,X Hi of object that just hit water
Bubble_X,$7F8A,3,,0,,0,Sprites,Water Bubble X
Object_WatrHitX,$7F8D,1,,0,,0,Sprites,X of object that just hit water
Splash_Counter,$7F8E,3,,0,,0,Sprites,Water splash counter
Splash_Y,$7F91,3,,0,,0,Sprites,Water splash X (TOFIX)
Splash_X,$7F94,3,,0,,0,Sprites,Water splash Y (TOFIX)
Splash_NoScrollY,$7F97,3,,0,,0,Sprites,"If set, flags this water splash to not display sprite Y as relative to screen scroll"
BrickBust_En,$7F9A,3,,0,,0,Sprites,"Brick bust ""Enable"" (0 = disable, 2 = brick debris, anything else = ""poof"" away)"
BrickBust_YUpr,$7F9D,3,,0,,0,Sprites,Brick bust upper chunks Y
BrickBust_X,$7FA0,3,,0,,0,Sprites,Brick bust base X
BrickBust_YVel,$7FA3,3,,0,,0,Sprites,Brick bust Y velocity
BrickBust_XDist,$7FA6,3,,0,,0,Sprites,Brick bust X split
BrickBust_YLwr,$7FA9,3,,0,,0,Sprites,Brick bust lower chunks Y
BrickBust_HEn,$7FAC,3,,0,,0,Sprites,"Bits to hide chunks (Bit 0 = Right, 1 = Left, 2 = Lower, 3 = Upper) OR poof counter"
,$7FAF,3,,0,,0,Empty,Unused.
CoinPUp_State,$7FB2,4,,0,,0,Sprites,"State of up to 4 ""Power Up"" coins (i.e. coins that come out of ? blocks and bricks)"
CoinPUp_Y,$7FB6,4,,0,,0,Sprites,"Y of ""Power Up"" coins"
CoinPUp_X,$7FBA,4,,0,,0,Sprites,"X of ""Power Up"" coins"
CoinPUp_YVel,$7FBE,4,,0,,0,Sprites,"Y velocity of ""Power Up"" coins"
CoinPUp_Counter,$7FC2,4,,0,,0,Sprites,"Counter used by ""Power Up"" coins"
SpecialObj_ID,$7FC6,8,,0,,0,Sprites,Special object spawn event IDs (TOFIX)
,$7FCE,2,,0,,0,Empty,Unused.
Objects_Var3,$7FD0,5,,0,,0,Sprites,Generic variable 3 for objects SLOT 0 - 4 ONLY
SpecialObj_YHi,$7FD5,8,,0,,0,Sprites,Special object Y high coordinate
,$7FDD,2,,0,,0,Empty,Unused.
Objects_LastTile,$7FDF,8,,0,,0,Sprites,Last tile this object detected
Objects_SprAttr,$7FE7,8,,0,,0,Sprites,Object sprite attributes (only uses bit 6 for H-Flip and bits 0-1 for palette)
Objects_UseShortHTest,$7FEF,8,,0,,0,Sprites,"If set, object will use a short horizontal test to determine if it is off-screen"
Roulette_Lives,$7FF7,1,,0,,0,Bonus Game,Number of lives you are rewarded from winning the Roulette (NOTE: Shared with first byte of Objects_IsGiant)
Objects_IsGiant,$7FF7,8,,0,,0,Sprites,"Set mainly for World 4 ""Giant"" enemies (but some others, like Bowser, also use it)"
,$7FFF,1,,0,,0,Empty,Unused.
